199|187|211|199
198|190|208|200
205|189|209|193
203|187|211|195
202|186|212|196
207|189|209|191
198|188|210|200
199|185|213|199
203|187|211|195
207|191|207|191
205|191|209|195
199|187|213|201
200|188|212|200
204|188|212|196
204|188|212|196
201|187|213|199
204|186|214|196
204|188|212|196
204|192|208|196
205|187|213|195
204|188|212|196
206|190|210|194
200|186|214|200
200|186|214|200
204|188|212|196
204|188|212|196
205|191|209|195
199|189|211|201
198|188|212|202
204|188|212|196
208|186|214|192
201|189|211|199
205|189|211|195
205|187|213|195
201|187|213|199
203|185|215|197
203|189|211|197
201|191|209|199
197|187|213|203
203|185|215|197
204|186|214|196
208|190|210|192
203|191|209|197
200|188|212|200
204|188|212|196
205|189|211|195
199|187|213|201
203|187|213|197
204|186|214|196
204|186|214|196
206|194|206|194
199|189|211|201
205|187|213|195
205|187|213|195
204|186|214|196
201|187|213|199
202|188|212|198
202|192|210|196
202|188|212|198
202|190|210|198
203|187|213|197
204|186|214|196
206|186|212|192
204|186|212|194
202|186|212|196
204|188|210|194
204|192|206|194
203|187|211|195
202|188|210|196
202|186|212|196
203|185|213|195
199|187|211|199
206|186|212|192
202|186|212|196
194|192|208|206
207|189|211|193
203|189|211|197
202|188|212|198
202|184|216|198
206|186|214|194
206|188|212|194
200|188|212|200
199|189|211|201
200|188|212|200
203|187|213|197
204|186|214|196
206|188|212|194
205|189|211|195
202|188|212|198
201|187|213|199
207|187|213|193
211|189|211|189
200|190|210|200
199|181|219|201
208|182|218|192
201|191|209|199
203|187|213|197
202|188|212|198
200|192|208|200
206|192|208|194
206|188|214|192
206|188|212|194
199|185|215|201
197|183|217|203
205|187|213|195
207|189|211|193
201|187|213|199
203|187|213|197
206|188|212|194
207|185|215|193
199|191|209|201
202|190|210|198
206|186|214|194
205|187|213|195
196|188|212|204
197|187|213|203
205|185|215|195
209|185|215|191
200|192|208|200
202|190|210|198
206|188|212|194
204|188|212|196
206|184|216|194
204|186|214|196
199|187|213|201
198|184|216|202
205|185|215|195
204|188|212|196
203|189|211|197
206|186|214|194
206|188|212|194
206|190|210|194
199|185|215|201
196|182|218|204
205|185|215|195
204|188|212|196
208|188|212|192
206|190|210|194
197|189|213|205
200|184|218|202
205|187|215|197
210|192|210|192
207|189|213|195
203|189|213|199
205|187|215|197
205|187|215|197
205|187|215|197
204|188|214|198
204|188|214|198
202|188|214|200
205|191|215|201
202|188|218|204
204|190|216|202
211|189|217|195
207|187|219|199
204|192|214|202
210|190|218|198
211|191|217|197
206|194|214|202
202|186|222|206
205|191|217|203
205|195|213|203
213|189|219|195
215|193|215|193
206|190|218|202
204|188|220|204
205|189|219|203
208|192|216|200
208|192|216|200
205|185|223|203
205|191|217|203
206|190|218|202
209|193|215|199
209|193|215|199
206|184|224|202
207|193|215|201
210|192|216|198
213|191|217|195
205|193|215|203
205|191|217|203
206|188|220|202
206|188|220|202
206|192|216|202
209|189|219|199
207|189|219|201
205|191|217|203
207|191|217|201
207|189|219|201
210|192|216|198
203|193|215|205
203|189|219|205
211|191|217|197
209|189|219|199
213|189|219|195
203|189|219|205
204|190|218|204
211|189|219|197
208|192|216|200
207|193|215|201
210|190|218|198
205|191|217|203
200|188|220|208
211|189|219|197
209|191|217|199
209|189|219|199
212|192|216|196
203|193|215|205
207|189|219|201
211|189|219|197
212|192|216|196
207|193|215|201
205|187|221|203
204|192|216|204
202|192|216|206
209|187|221|199
213|189|219|195
210|190|218|198
207|195|213|201
203|185|223|205
206|186|222|202
207|191|217|201
209|193|215|199
206|190|218|202
205|187|221|203
212|190|218|196
209|191|217|199
207|187|221|201
213|191|217|195
205|193|215|203
202|194|214|206
208|188|220|200
208|186|222|200
205|191|217|203
206|188|220|202
212|188|220|196
206|192|216|202
206|190|218|202
211|187|221|197
209|189|219|199
208|194|214|200
198|198|210|210
210|190|218|198
209|189|219|199
199|191|217|209
204|192|216|204
205|189|221|201
227|175|235|179
215|191|217|193
208|192|216|200
206|194|214|202
210|186|222|198
210|188|220|198
205|189|219|203
206|186|222|202
208|190|218|200
206|192|216|202
210|190|218|198
213|191|217|195
205|187|221|203
201|189|219|207
209|191|217|199
212|188|220|196
202|190|218|206
209|189|219|199
210|190|218|198
205|193|215|203
203|189|219|205
208|190|218|200
207|191|217|201
205|187|221|203
207|187|221|201
210|194|214|198
209|189|223|203
209|189|223|203
210|196|216|202
210|190|222|202
210|190|222|202
206|192|220|206
204|192|216|204
209|189|219|199
212|188|220|196
210|190|218|198
207|191|217|201
209|191|217|199
206|192|216|202
207|189|219|201
209|185|223|199
204|188|220|204
206|190|218|202
208|188|220|200
210|190|218|198
207|189|219|201
204|190|218|204
205|191|217|203
212|188|220|196
212|188|220|196
208|192|216|200
208|192|216|200
205|185|223|203
209|185|223|199
208|190|218|200
205|193|215|203
208|186|222|200
206|188|220|202
209|191|217|199
206|188|220|202
208|188|220|200
210|190|220|200
209|189|221|201
213|193|217|197
207|191|219|203
206|188|222|204
208|188|220|200
205|185|223|203
210|192|216|198
207|193|215|201
203|189|219|205
207|189|219|201
216|190|218|192
211|183|225|197
209|189|219|199
211|195|215|195
206|190|220|200
202|190|218|206
208|188|220|200
210|186|222|198
202|192|216|206
208|190|218|200
208|188|220|200
203|191|217|205
208|192|216|200
214|190|218|194
207|189|219|201
206|186|222|202
211|185|223|197
207|191|217|201
206|188|220|202
208|190|220|198
207|191|217|201
202|186|222|206
212|188|220|196
210|188|220|198
202|186|222|206
208|190|218|200
210|190|218|198
212|190|218|196
204|192|216|204
201|189|219|207
212|190|222|200
209|191|223|201
203|189|223|209
211|189|223|201
213|191|221|199
208|190|220|202
205|189|221|205
215|191|219|195
211|191|219|199
203|187|223|207
207|187|223|203
210|190|218|198
210|190|218|198
207|189|219|201
198|188|220|210
206|186|222|202
209|189|219|199
211|191|217|197
209|185|223|199
209|185|223|199
207|189|219|201
204|190|218|204
212|186|222|196
210|188|220|198
204|190|218|204
202|186|222|206
213|187|221|195
215|191|217|193
205|191|217|203
200|190|218|208
212|186|222|196
212|184|224|196
205|189|219|203
206|192|216|202
210|190|218|198
210|188|220|198
205|187|221|203
205|181|227|203
210|186|222|198
211|193|215|197
210|188|220|198
208|192|216|200
207|189|219|201
205|185|223|203
208|188|220|200
209|187|221|199
205|187|221|203
209|191|217|199
207|191|217|201
206|188|220|202
210|184|224|198
209|187|221|199
207|191|221|205
208|188|224|204
212|188|224|200
209|193|219|203
210|190|222|202
207|189|223|205
211|191|217|197
210|188|220|198
208|186|222|200
214|186|222|194
210|188|220|198
206|190|218|202
207|187|221|201
206|186|222|202
208|192|216|200
205|191|217|203
208|186|222|200
210|184|222|196
205|185|221|201
207|187|219|199
209|189|217|197
206|188|218|200
208|186|220|198
210|184|222|196
208|186|220|198
204|190|216|202
201|187|219|205
204|186|220|202
206|186|220|200
204|186|220|202
205|187|219|201
214|186|220|192
208|186|220|198
207|189|217|199
210|188|218|196
204|186|220|202
204|188|218|202
207|183|223|199
209|181|225|197
207|187|219|199
208|188|218|198
207|187|219|199
204|184|222|202
208|186|220|198
211|189|217|195
207|187|219|199
204|184|222|202
204|190|216|202
204|188|218|202
208|184|222|198
210|180|226|196
203|187|219|203
207|189|217|199
214|188|218|192
207|183|223|199
200|182|224|206
204|186|220|202
206|190|216|200
213|187|219|193
211|185|221|195
204|186|220|202
200|184|222|206
209|189|217|197
209|187|219|197
210|184|222|196
213|185|221|193
204|192|214|202
206|186|220|200
204|186|220|202
204|192|214|202
211|185|221|195
203|181|225|203
205|185|221|201
209|187|219|197
210|184|222|196
208|188|218|198
206|188|218|200
205|183|223|201
206|184|222|200
208|186|220|198
210|186|220|196
206|186|220|200
204|186|220|202
205|187|219|201
208|188|218|198
210|184|222|196
207|185|221|199
210|188|218|196
208|188|218|198
201|187|219|205
206|182|224|200
213|185|221|193
205|185|221|201
203|187|219|203
207|187|219|199
207|187|219|199
207|187|219|199
208|182|224|198
207|185|221|199
209|187|219|197
207|185|221|199
204|184|222|202
205|187|219|201
207|187|219|199
209|187|219|197
211|191|215|195
205|183|223|201
201|183|223|205
206|184|222|200
206|184|222|200
209|189|217|197
212|186|220|194
206|184|222|200
205|181|225|201
204|188|218|202
204|190|216|202
209|185|221|197
215|185|221|191
209|187|219|197
204|186|220|202
205|189|217|201
203|185|221|203
210|178|228|196
213|187|219|193
209|185|221|197
206|182|224|200
204|184|222|202
202|184|222|204
208|186|220|198
215|189|217|191
208|186|220|198
201|183|223|205
203|187|221|201
211|187|219|195
212|184|222|194
205|185|221|201
208|186|220|198
207|185|221|199
205|187|219|201
208|186|220|198
207|187|219|199
205|183|223|201
210|184|222|196
208|188|218|198
205|183|223|201
210|186|220|196
210|186|220|196
204|188|218|202
204|186|220|202
209|183|223|197
215|185|221|191
204|186|220|202
203|187|219|203
208|182|224|198
213|185|221|193
208|186|220|198
205|185|221|201
204|186|220|202
206|182|224|200
211|187|219|195
206|186|220|200
206|182|224|200
212|186|220|194
200|188|218|206
204|186|220|202
211|181|225|195
207|181|225|199
205|187|219|201
206|186|220|200
206|184|222|200
209|183|223|197
208|186|220|198
204|184|222|202
211|183|223|195
214|190|216|192
204|188|218|202
208|184|222|198
207|187|219|199
206|186|220|200
208|180|226|198
205|187|217|199
208|188|216|196
204|180|224|200
206|184|220|198
209|185|219|195
208|182|222|196
206|178|228|200
202|186|220|204
207|185|221|199
209|185|221|197
206|186|220|200
205|183|223|201
205|185|221|201
208|188|218|198
207|181|225|199
209|183|223|197
207|187|219|199
203|185|221|203
208|180|226|198
210|184|222|196
205|187|219|201
204|188|218|202
209|181|225|197
209|183|223|197
208|184|222|198
212|186|220|194
205|187|219|201
207|185|221|199
207|183|223|199
206|180|226|200
206|184|222|200
203|185|221|203
205|187|219|201
209|183|223|197
210|182|224|196
209|185|221|197
207|183|223|199
206|186|220|200
205|187|219|201
205|185|221|201
210|184|222|196
206|182|224|200
202|186|220|204
207|183|223|199
206|188|218|200
212|188|218|194
210|178|228|196
207|179|227|199
207|185|221|199
204|194|212|202
209|185|221|197
205|183|223|201
211|185|221|195
204|182|224|202
199|181|225|207
209|185|221|197
209|183|223|197
214|186|220|192
206|184|222|200
203|181|225|203
206|184|222|200
208|184|222|198
205|187|219|201
206|186|220|200
210|182|224|196
206|180|226|200
208|186|220|198
207|187|219|199
207|185|221|199
208|182|224|198
205|181|225|201
208|186|220|198
207|183|223|199
208|182|224|198
205|187|219|201
203|185|221|203
208|186|222|200
204|186|222|204
211|183|225|197
216|186|222|192
207|187|221|201
211|185|223|197
209|183|223|197
202|182|224|204
204|184|224|200
209|187|221|195
207|185|221|199
207|183|225|197
207|185|221|199
204|184|222|202
212|182|224|194
207|183|223|199
205|185|221|201
208|186|220|198
210|184|222|196
210|182|224|196
210|182|224|196
208|182|224|198
199|185|221|207
206|188|218|200
210|186|220|196
210|186|220|196
210|180|226|196
208|180|226|198
205|185|221|201
205|183|223|201
211|181|225|195
204|184|222|202
207|187|219|199
210|186|220|196
202|180|226|204
206|182|222|198
208|184|220|196
203|183|221|201
208|180|224|196
208|180|224|196
202|180|220|198
202|182|218|198
205|181|219|195
207|179|221|193
206|182|218|194
203|181|219|197
205|179|221|195
207|183|217|193
200|180|220|200
201|181|219|199
207|183|217|193
205|183|217|195
206|182|218|194
201|179|221|199
199|175|225|201
208|178|222|192
209|181|219|191
202|180|220|198
196|180|220|204
205|179|221|195
204|182|218|196
201|183|217|199
202|176|224|198
205|179|221|195
203|181|219|197
204|184|216|196
210|182|218|190
205|181|219|195
205|181|219|195
205|181|219|195
201|177|221|197
206|178|220|192
202|178|220|196
205|177|221|193
205|183|215|193
201|181|217|197
205|177|223|195
205|181|219|195
199|185|215|201
206|178|222|194
203|181|219|197
200|184|218|202
211|181|221|191
207|179|223|195
205|179|223|197
204|182|220|198
207|185|217|195
208|180|220|192
202|178|222|198
196|180|220|204
207|183|217|193
207|181|219|193
205|179|221|195
210|178|222|190
201|181|219|199
199|183|217|201
207|179|221|193
210|180|220|190
198|180|220|202
203|179|221|197
203|181|219|197
203|179|221|197
208|178|222|192
207|181|219|193
202|180|220|198
203|181|219|197
205|179|221|195
203|179|221|197
208|180|220|192
209|179|221|191
200|182|218|200
203|181|219|197
206|180|220|194
206|180|220|194
204|180|220|196
201|179|221|199
206|178|220|192
202|180|218|196
200|178|220|198
202|178|220|196
203|177|221|195
209|177|221|189
203|181|219|197
204|182|218|196
203|179|221|197
201|175|225|199
205|181|219|195
203|183|217|197
210|182|220|192
213|179|223|189
203|181|221|199
201|181|221|201
205|181|221|197
208|184|218|194
206|178|220|192
205|177|221|193
203|179|219|195
198|178|220|200
206|178|220|192
201|181|217|197
203|179|221|197
204|180|220|196
203|181|219|197
211|181|219|189
207|179|221|193
203|175|225|197
202|180|220|198
198|184|216|202
204|178|222|196
209|179|221|191
206|178|222|194
203|177|223|197
205|181|219|195
206|184|216|194
206|180|220|194
208|178|222|192
205|181|219|195
202|182|218|198
202|176|224|198
205|175|225|195
202|180|220|198
206|180|220|194
207|179|221|193
197|181|219|203
206|178|222|194
208|182|218|192
201|181|219|199
206|178|222|194
209|181|221|193
202|178|224|200
205|181|221|197
205|181|221|197
203|179|223|199
204|188|214|198
203|183|217|197
204|170|230|196
207|179|221|193
204|182|218|196
202|180|220|198
206|180|220|194
204|178|222|196
210|174|226|190
206|182|218|194
208|182|218|192
205|179|221|195
196|180|220|204
202|178|222|198
207|181|219|193
205|177|223|195
205|175|225|195
203|181|219|197
204|178|222|196
207|181|219|193
200|182|218|200
200|174|226|200
204|178|222|196
208|180|220|192
212|180|220|188
201|179|221|199
203|177|223|197
208|178|222|192
203|181|219|197
198|182|218|202
198|178|222|202
207|179|221|193
206|180|220|194
200|180|220|200
211|177|223|189
207|179|221|193
201|179|223|201
198|178|224|204
207|185|217|195
207|179|223|195
203|175|227|199
208|182|220|194
213|181|219|187
205|177|223|195
203|177|223|197
203|183|219|195
201|181|221|197
206|178|222|194
208|180|220|192
203|179|221|197
206|176|224|194
204|176|224|196
196|178|222|204
198|182|218|202
205|179|221|195
211|177|223|189
204|178|222|196
197|179|221|203
208|178|222|192
204|178|222|196
204|176|224|196
208|178|222|192
208|180|220|192
203|179|221|197
200|178|222|200
207|179|221|193
207|179|221|193
206|178|222|194
209|181|219|191
199|181|219|201
203|177|223|197
206|178|222|194
200|180|220|200
206|180|220|194
203|181|221|195
206|178|222|194
208|176|224|192
201|179|221|199
205|179|221|195
204|178|222|196
207|179|221|193
209|179|221|191
200|178|222|200
202|176|224|198
209|179|221|191
203|181|219|197
199|177|223|201
205|179|221|195
202|180|220|198
206|174|226|194
209|175|225|191
203|179|221|197
207|181|219|193
209|179|221|191
202|178|222|198
205|179|221|195
206|178|222|194
202|176|224|198
200|180|220|200
206|176|224|194
211|175|225|189
205|183|217|195
198|178|222|202
205|179|221|195
210|180|220|190
206|176|224|194
201|177|223|199
202|176|224|198
210|182|218|190
204|180|220|196
204|178|222|196
210|176|220|194
205|177|219|199
201|175|221|203
208|176|220|196
210|176|220|194
206|174|222|198
197|179|221|203
207|177|223|193
207|179|221|193
203|181|219|197
205|175|225|195
206|174|226|194
203|179|221|197
201|181|219|199
208|178|222|192
210|174|226|190
206|176|224|194
203|181|221|195
202|182|220|200
202|178|224|200
208|178|224|194
210|178|224|192
203|177|225|199
204|180|222|198
203|179|221|197
204|178|222|196
203|177|223|197
204|176|224|196
204|176|224|196
204|176|224|196
208|180|220|192
207|177|223|193
202|178|222|198
201|179|221|199
204|176|224|196
210|178|222|190
206|178|222|194
202|176|224|198
205|171|229|195
207|179|221|193
207|181|219|193
207|177|223|193
201|179|221|199
201|177|223|199
207|175|225|193
205|179|221|195
202|180|220|198
206|178|222|194
203|175|225|197
205|177|223|195
203|181|219|197
203|177|223|197
206|180|220|194
201|179|221|199
200|170|230|200
204|176|224|196
209|179|221|191
208|180|220|192
199|175|225|201
202|174|226|198
207|177|223|193
209|179|221|191
199|179|221|201
205|175|225|195
207|179|221|193
202|176|224|198
198|172|228|202
204|180|220|196
206|180|220|194
208|178|222|192
207|173|227|193
202|178|222|198
205|177|223|195
208|178|222|192
204|180|220|196
204|174|226|196
200|174|224|198
199|173|225|199
213|181|217|185
205|179|219|193
201|175|223|197
204|176|222|194
205|179|221|195
207|177|223|193
206|176|224|194
206|178|222|194
205|179|221|195
201|175|225|199
209|175|225|191
203|175|225|197
202|178|222|198
210|182|218|190
201|177|223|199
198|174|226|202
208|176|224|192
208|176|224|192
203|177|223|197
206|180|220|194
205|175|225|195
203|173|227|197
205|179|221|195
204|178|222|196
207|175|225|193
207|177|223|193
204|174|226|196
209|181|223|195
202|182|222|202
208|178|226|196
209|179|225|195
203|177|227|201
207|177|227|197
211|179|225|193
202|176|222|196
198|176|222|200
208|178|220|190
207|175|223|191
203|175|223|195
208|178|222|192
209|179|221|191
200|180|222|198
206|176|224|194
207|173|227|193
199|181|219|201
207|177|223|193
208|176|224|192
199|177|223|201
201|175|225|199
207|171|229|193
204|178|222|196
203|179|221|197
207|171|229|193
203|177|223|197
205|177|223|195
209|181|219|191
207|177|223|193
208|174|226|192
206|178|222|194
203|173|227|197
199|177|223|201
204|182|218|196
206|174|226|194
199|173|227|201
204|180|220|196
210|178|222|190
202|176|224|198
207|177|223|193
210|178|222|190
205|173|227|195
204|178|222|196
206|178|222|194
208|172|228|192
203|177|223|197
203|177|223|197
201|173|227|199
206|176|224|194
212|178|222|188
206|176|224|194
203|177|223|197
206|176|224|194
206|174|226|194
205|177|223|195
209|179|221|191
203|173|227|197
203|173|227|197
205|179|223|193
206|180|222|192
205|175|225|195
203|173|227|197
202|176|224|198
198|178|222|202
204|178|222|196
212|178|222|188
209|175|225|191
206|174|226|194
206|176|224|194
206|174|226|194
205|177|223|195
206|176|224|194
203|177|223|197
199|179|221|201
204|174|226|196
203|175|225|197
208|184|216|192
205|173|227|195
207|173|227|193
209|179|221|191
202|178|222|198
203|171|229|197
201|175|225|199
207|177|223|193
211|175|225|189
204|176|224|196
206|176|224|194
202|178|222|198
208|176|224|192
206|176|224|194
203|175|225|197
212|170|230|188
211|177|223|189
198|178|222|202
202|178|222|198
205|179|221|195
205|173|227|195
207|175|225|193
207|175|225|193
200|174|226|200
204|172|228|196
206|174|226|194
205|175|225|195
208|176|224|192
205|175|225|195
202|176|224|198
207|177|223|193
210|176|224|190
199|173|227|201
196|176|224|204
206|174|226|194
208|174|226|192
206|178|222|194
203|175|225|197
207|177|223|193
209|179|221|191
200|176|224|200
203|175|225|197
208|174|226|192
204|174|226|196
204|174|226|196
209|175|225|191
204|174|226|196
205|177|223|195
204|174|226|196
208|174|226|192
206|174|226|194
206|178|222|194
202|178|222|198
204|170|230|196
204|176|224|196
200|178|222|200
204|174|226|196
207|177|223|193
208|176|224|192
206|170|230|194
201|175|225|199
207|179|221|193
207|173|227|193
208|174|226|192
205|179|221|195
198|178|222|202
203|175|225|197
203|171|229|197
204|174|226|196
207|179|221|193
205|175|225|195
205|171|229|195
204|176|224|196
209|177|223|191
206|176|224|194
202|174|226|198
203|169|231|197
204|176|224|196
204|176|224|196
207|177|223|193
207|175|225|193
202|174|226|198
207|175|225|193
206|176|224|194
202|172|228|198
207|175|225|193
205|177|223|195
208|176|224|192
204|176|224|196
203|175|225|197
202|176|224|198
199|173|227|201
209|171|229|191
210|180|220|190
207|175|225|193
205|169|231|195
204|174|226|196
205|177|223|195
202|174|226|198
208|176|224|192
207|179|221|193
199|175|225|201
205|175|225|195
206|178|222|194
206|176|224|194
209|173|227|191
204|172|228|196
201|171|229|199
207|177|223|193
201|177|223|199
203|173|227|197
210|176|224|190
212|178|222|188
206|172|228|194
202|174|226|198
203|175|225|197
207|179|221|193
209|175|225|191
204|174|226|196
201|173|227|199
208|174|226|192
206|178|222|194
203|175|225|197
201|173|227|199
206|172|228|194
209|175|225|191
204|174|226|196
208|170|230|192
211|175|225|189
206|176|224|194
204|174|226|196
202|176|224|198
207|177|223|193
204|178|224|198
206|174|228|196
206|174|228|196
204|174|228|198
212|174|228|190
206|174|226|194
208|174|226|192
203|177|223|197
204|176|224|196
204|172|228|196
199|175|225|201
201|177|223|199
205|173|225|193
209|173|225|189
210|176|222|188
204|174|224|194
202|174|224|196
205|175|225|195
211|173|227|189
203|173|227|197
198|172|228|202
204|174|226|196
205|175|225|195
210|176|224|190
207|175|225|193
207|173|227|193
213|171|229|187
201|173|227|199
199|177|223|201
203|177|223|197
204|174|226|196
207|171|229|193
207|169|231|193
208|172|228|192
206|176|224|194
204|172|226|194
205|173|225|193
202|172|226|196
203|175|223|195
210|174|224|188
202|172|226|196
203|175|225|197
206|178|222|194
210|174|226|190
210|170|230|190
206|172|228|194
202|174|226|198
208|176|224|192
207|173|227|193
203|175|225|197
200|178|222|200
209|171|229|191
206|172|228|194
203|175|225|197
209|175|225|191
211|173|227|189
204|174|226|196
205|173|227|195
210|174|226|190
201|175|225|199
203|171|229|197
204|174|226|196
200|178|222|200
211|173|227|189
210|170|230|190
203|175|225|197
202|176|224|198
204|172|228|196
208|172|228|192
208|172|230|194
207|179|223|195
206|176|226|196
206|172|230|196
209|175|227|193
203|175|227|199
206|172|230|196
206|174|224|192
205|175|223|193
205|173|225|193
203|171|227|195
207|171|227|191
207|175|225|193
204|174|226|196
201|169|231|199
207|171|229|193
206|176|224|194
203|175|225|197
206|170|232|196
207|177|225|195
203|177|225|199
205|171|231|197
210|170|232|192
208|174|228|194
205|173|227|195
201|177|223|199
204|174|226|196
209|173|227|191
209|173|227|191
210|178|222|190
202|172|226|196
204|168|230|194
202|172|226|196
203|173|225|195
205|169|229|193
203|169|229|195
206|174|226|194
207|175|225|193
206|172|228|194
201|171|229|199
208|172|228|192
209|177|223|191
205|175|225|195
204|174|226|196
204|172|228|196
203|171|229|197
205|175|225|195
211|173|227|189
207|175|225|193
204|176|224|196
206|172|228|194
199|173|229|199
201|173|227|199
209|173|227|191
208|170|230|192
202|174|226|198
208|174|226|192
211|171|229|189
201|173|227|199
198|172|228|202
205|175|225|195
204|174|226|196
207|169|231|193
211|175|225|189
205|173|227|195
201|171|229|199
202|170|230|198
205|173|227|195
205|175|225|195
212|172|228|188
206|172|228|194
201|173|227|199
205|173|227|195
209|175|225|191
205|171|229|195
204|172|228|196
208|174|226|192
208|172|228|192
204|170|230|196
203|177|223|197
202|172|228|198
208|172|228|192
210|176|226|192
206|174|228|196
207|171|231|195
205|171|231|197
206|174|228|196
207|173|229|195
206|176|226|196
207|179|223|195
207|169|233|195
211|171|231|191
206|174|228|196
203|175|227|199
203|173|227|197
204|172|228|196
206|172|228|194
206|170|230|194
207|175|225|193
204|174|226|196
205|173|227|195
212|174|226|188
205|171|229|195
207|173|227|193
205|171|229|195
202|170|232|200
199|175|227|203
205|177|225|197
209|173|229|193
212|172|230|190
205|175|227|197
200|172|228|200
205|175|225|195
210|174|226|190
207|169|231|193
202|170|230|198
203|171|229|197
206|172|228|194
209|175|225|191
210|174|226|190
205|171|229|195
205|171|229|195
210|172|228|190
203|175|225|197
203|173|227|197
206|172|228|194
204|176|224|196
206|170|230|194
204|170|230|196
202|174|226|198
208|172|228|192
213|173|227|187
204|176|224|196
197|173|227|203
208|170|230|192
209|169|231|191
205|173|227|195
203|171|229|197
203|169|231|197
206|172|228|194
204|174|224|194
204|176|222|194
207|169|229|191
209|169|229|189
202|172|226|196
203|173|225|195
213|171|229|187
204|168|232|196
206|170|230|194
206|176|224|194
199|173|227|201
208|170|230|192
207|173|227|193
202|172|228|198
211|171|229|189
204|170|230|196
200|170|230|200
207|173|229|195
211|175|227|191
205|175|227|197
206|174|228|196
212|172|230|190
206|170|232|196
203|171|231|199
207|173|227|193
203|179|221|197
204|170|230|196
212|168|232|188
209|171|229|191
207|171|229|193
204|174|226|196
203|173|227|197
205|171|229|195
202|170|230|198
204|170|230|196
209|173|227|191
207|175|225|193
205|173|227|195
205|171|229|195
210|170|230|190
206|168|232|194
200|170|230|200
207|177|223|193
205|171|229|195
206|172|228|194
207|175|225|193
202|172|228|198
204|172|228|196
206|172|228|194
208|170|230|192
210|168|232|190
210|172|228|190
210|176|230|196
207|175|231|199
202|172|234|204
206|172|234|200
210|174|232|196
213|179|227|193
208|176|224|192
200|170|230|200
204|170|230|196
208|170|230|192
204|174|226|196
206|170|230|194
209|171|229|191
210|172|228|190
205|171|229|195
203|175|225|197
204|172|228|196
200|170|230|200
207|169|231|193
206|170|230|194
207|173|227|193
213|171|229|187
201|169|231|199
201|171|229|199
204|172|228|196
204|172|228|196
210|174|226|190
206|172|228|194
209|169|231|191
209|173|227|191
200|172|228|200
202|168|232|198
206|172|228|194
211|173|227|189
202|168|232|198
201|171|229|199
206|170|230|194
209|171|229|191
208|174|226|192
204|166|234|196
205|173|227|195
203|175|225|197
209|169|231|191
207|173|227|193
203|169|231|197
203|167|233|197
205|175|225|195
208|174|226|192
206|170|230|194
206|170|230|194
205|171|229|195
204|170|230|196
208|172|228|192
205|171|229|195
202|168|232|198
207|169|231|193
204|170|230|196
208|172|228|192
209|177|223|191
203|171|227|195
205|171|227|193
209|169|229|189
204|166|232|194
202|168|230|196
207|173|227|193
205|175|225|195
207|167|233|193
204|166|234|196
207|173|227|193
207|173|227|193
203|169|231|197
210|172|228|190
209|171|229|191
203|171|229|197
205|167|233|195
202|168|232|198
204|172|228|196
209|171|229|191
207|167|233|193
211|173|227|189
